text|entity_start|entity_end|emotion_labels|emotions|emotion_count
Behold, they are breaking down the doors!|3|4|[0, 4]|['anger', 'sadness']|2
"Benoni eyed him with a sort of pitying curiosity as he made this speech:-- ""Do not fear, Signor Cardegna. "|0|2|[4, 5]|['sadness', 'surprise']|2
Benoni smiled, but both Hedwig and Nino looked at me in surprise.|0|2|[3, 5]|['joy', 'surprise']|2
Benoni smiled, but both Hedwig and Nino looked at me in surprise.|6|11|[5]|['surprise']|1
Besides, I really did offer to fight Lira, as I have told you.|13|14|[0, 2]|['anger', 'fear']|2
Bless your heart, Harry, what'd be the good of talking that way to the likes of she?|5|7|[3]|['joy']|1
Both women entered; the Syrian girl looked cautiously back and pushed the heavy bronze back to its place.|4|8|[2]|['fear']|1
But Becky looked very pleased, and said she would like a picture-book she thought very much, for it was dull sometimes when mother was busy and Tiza was nursing baby.|1|3|[3]|['joy']|1
But I am sick of the subject.'|1|2|[4]|['sadness']|1
But I cannot--upon my life I cannot--understand her having given her love to such a man as that!'|15|16|[3]|['joy']|1
But I love you, my brother, and I have somewhat to say to you in your trouble, some advice to give you in your distress.|9|10|[3]|['joy']|1
But I love you, my brother, and I have somewhat to say to you in your trouble, some advice to give you in your distress.|26|27|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
But I think he is still down on his luck about Foulata.|1|2|[4]|['sadness']|1
But I warn you I will not be trifled with.|4|5|[2, 5]|['fear', 'surprise']|2
But I was a skulker in the grain, and found it easier to desert than to oppose you.|1|2|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
But I will not let you stand there and say bitter and undeserved things to this same wife of mine, abusing the name of father and the terms 'authority' and 'love,' forsooth!|5|6|[0, 1, 4]|['anger', 'disgust', 'sadness']|3
But I'm afraid I can do nothing.'|4|5|[2]|['fear']|1
But Margaret went to her room at last with a heavy heart, and would not be comforted.|1|3|[4]|['sadness']|1
But Margaret's eyes were heavy and her gladness was gone from her.|14|15|[4]|['sadness']|1
But Miss Amelia's disappointment had made her hysterical enough not to care what occurred next.|1|5|[1, 4]|['disgust', 'sadness']|2
But Mrs. Barton remained implacable, and after laying one more kiss on her sister's pale cheek, Alice, in a passionate flood of tears, was driven away.|24|26|[4]|['sadness']|1
But Mrs. Barton remained implacable, and after laying one more kiss on her sister's pale cheek, Alice, in a passionate flood of tears, was driven away.|1|6|[3, 5]|['joy', 'surprise']|2
But Nehushta broke upon their melody, with a sudden cry, as she rushed before them.|1|5|[0, 4, 5]|['anger', 'sadness', 'surprise']|3
But Nehushta's head fell forward on the high priest's breast, and her arms clasped him wildly as his clasped her.|21|22|[5]|['surprise']|1
But Nino turned and looked at her, and his face was so triumphant that she got back her courage, and, clasping his hand, bravely awaited what was to come.|26|27|[3]|['joy']|1
But San Miniato was left to his own devices and went and bathed, walking out into the water as far as he could and then standing still to enjoy the coolness.|25|26|[3]|['joy']|1
But after the love-tokens had been put back in the box, and Kate again asked Mrs. Forest to bring Dick to her, she began to ramble in her speech, and to fancy herself in Hanley.|31|32|[3]|['joy']|1
But another influence had begun to work upon his brain, since the moment when he had been frightened by the sound behind him while he was examining the hole beneath the strong box.|25|26|[2, 5]|['fear', 'surprise']|2
But as I went on my way to the city, I felt so lost and lonesome, that I could have found it in my heart to sit down by the dyke, and cry and weep like any baby.|21|22|[2, 4]|['fear', 'sadness']|2
But as she went on, San Miniato noticed first that she repeated the second line, and then that she sang all the remaining melody to it, singing it over and over again with an amazing variety of expression, angrily, laughingly, ironically and sadly.|22|23|[0, 1, 3, 4]|['anger', 'disgust', 'joy', 'sadness']|4
But he says it is purely a matter of business he wishes to speak of,' said Stella with a pained voice.|17|19|[2, 4]|['fear', 'sadness']|2
But he smothered his wrath and strode on, having promised his wife to save the wretch, much against his will.|1|2|[0, 1, 4]|['anger', 'disgust', 'sadness']|3
But he smothered his wrath and strode on, having promised his wife to save the wretch, much against his will.|24|25|[0, 2]|['anger', 'fear']|2
But he stood silent, eying his antagonist coolly, and when the words were spoken he answered.|18|19|[0]|['anger']|1
But he was honestly glad.|1|2|[3]|['joy']|1
But his eyes wandered from the place, for it was there he had seen the startled face, the half mad face which he had seen afterwards at the window, quite mad.|24|25|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
But in an instant pride had sprung up; Adela freed herself, now deadly pale.|9|11|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
But it is most kind of you to tell me about the details.|6|7|[3]|['joy']|1
But it was as though his doom were written in the very candour and openness of her gaze, and he rushed desperately into speech again, hardly knowing what he was saying.|5|6|[2, 4]|['fear', 'sadness']|2
But it was in the third act that she won her highest triumph.|8|9|[3, 5]|['joy', 'surprise']|2
But now she has taken me for hers, and I have no more right to let you kill me than I have to kill myself, seeing that she and I are one.|31|32|[2, 4]|['fear', 'sadness']|2
But now she has taken me for hers, and I have no more right to let you kill me than I have to kill myself, seeing that she and I are one.|17|18|[2, 4]|['fear', 'sadness']|2
But she didn't like being kept at the Wheelers's, though they were very kind to her; and it was all Mrs. Wheeler could do to prevent her from slipping up to the farm unknown to anybody.|14|15|[3]|['joy']|1
But she drew it back, smiling ever so faintly.|1|2|[3, 5]|['joy', 'surprise']|2
But she laughed happily, and her eyes flashed in pride of such a man.|1|2|[3, 5]|['joy', 'surprise']|2
But she too had prepared herself against the interview, and must spoil the golden hour with protestations.|1|2|[1]|['disgust']|1
But the Duke slept soundly, and waking at daybreak yelled viciously for Willis.|2|4|[0, 2, 5]|['anger', 'fear', 'surprise']|3
But the good lady never left her, until she was herself again--absolutely herself, saving that as time passed and her deep wounds healed her sorrows were forgotten, and she seemed to bloom out into a second youth.|27|28|[3, 4]|['joy', 'sadness']|2
But the good lady never left her, until she was herself again--absolutely herself, saving that as time passed and her deep wounds healed her sorrows were forgotten, and she seemed to bloom out into a second youth.|34|35|[3]|['joy']|1
But the high priest turned calmly upon her, his face unmoved, although all the priests ceased their chanting and gathered about their chief in sudden fear.|17|18|[0, 2, 5]|['anger', 'fear', 'surprise']|3
But the hours when Sara and the Indian gentleman sat alone and read or talked had a special charm of their own.|22|23|[3]|['joy']|1
But the impulse really arose from a deep-rooted desire for revenge, which, having resisted, he regretted bitterly--very much as Shakespeare's murderer complained to his companion that the devil was at his elbow bidding him not murder the duke.|20|21|[0, 1, 4]|['anger', 'disgust', 'sadness']|3
But the impulse really arose from a deep-rooted desire for revenge, which, having resisted, he regretted bitterly--very much as Shakespeare's murderer complained to his companion that the devil was at his elbow bidding him not murder the duke.|36|38|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
"But the stranger only paused, muttered something about a ""mistake"" and passed on."|2|3|[0]|['anger']|1
But the time passed at last, and the great thing came up to her pier, and opened her jaws and disgorged her living freight down a steep plank on to dry earth again; and the Duke, with a final look at the stream of descending passengers, forced his way ashore, and jumped into the first cab he saw.|39|42|[2, 3]|['fear', 'joy']|2
But there is one thing, I think, that would make me happier than a hundred Elviras, and that is to see Isabel Bretherton the wife of a man she loved!'|12|13|[3]|['joy']|1
But there is one thing, I think, that would make me happier than a hundred Elviras, and that is to see Isabel Bretherton the wife of a man she loved!'|36|37|[3]|['joy']|1
But there were a great many hungry days, said the Indian gentleman, with rather a sad tone in his voice.|21|22|[4]|['sadness']|1
But they are too cautious to say so.|1|2|[2]|['fear']|1
But two thousand of them he brought to Stakhar, and crucified them all upon the roadside, that their blood might avenge the blood of those he had loved so well.|31|32|[3]|['joy']|1
But we did accomplish it somehow, and to give its details would only be to reproduce much of what happened to us on the former occasion.|1|2|[3]|['joy']|1
But whatever they had quarrelled about in the past--I suspect it was a lady, though I never asked--it was evidently forgotten now.|2|3|[0]|['anger']|1
But when she saw it her admiration overcame her sorrow for one moment.|8|9|[3, 4]|['joy', 'sadness']|2
But when the year was over, Bastianello married Teresina, and took her to the home he had made for her by the sea--a home in which she should be happy, and in which at least there can never be want, for Beatrice has settled money on them both, and they are safe from sordid poverty, at all events.|34|35|[3]|['joy']|1
But when the year was over, Bastianello married Teresina, and took her to the home he had made for her by the sea--a home in which she should be happy, and in which at least there can never be want, for Beatrice has settled money on them both, and they are safe from sordid poverty, at all events.|61|62|[3]|['joy']|1
But when this dream fell, and I had betrayed you, and thought I had killed - '  She paused.|14|15|[2, 4]|['fear', 'sadness']|2
But when this dream fell, and I had betrayed you, and thought I had killed - '  She paused.|10|11|[1, 4]|['disgust', 'sadness']|2
"But you look fitter to receive the embraces of life than of death, Zara."""|1|2|[3, 5]|['joy', 'surprise']|2
But, after about six months, he began to feel lonely, and longed in secret to see his son again, so he wrote to Captain Cedric and ordered him home.|25|26|[4]|['sadness']|1
But, before they reached the group, they were intercepted by Lord Lansdowne; and Barold had the pleasure of surrendering his charge, and watching her, with some rather sharp pangs, as she was borne off to the conservatories.|19|21|[3, 4, 5]|['joy', 'sadness', 'surprise']|3
But, though you have the faultless life of the body to enjoy all things of the earth, even as other men, though in another degree, you have within you something more.|33|34|[3]|['joy']|1
By a change of feeling which he did not wholly realise, he felt for the first time in many years that he would be glad to see his brother alive and well.|22|23|[3]|['joy']|1
