text|experiencer|emotion|explicit
But as I went on my way to the city, I felt so lost and lonesome, that I could have found it in my heart to sit down by the dyke, and cry and weep like any baby.|I|['fear', 'sadness']|True
But as she went on, San Miniato noticed first that she repeated the second line, and then that she sang all the remaining melody to it, singing it over and over again with an amazing variety of expression, angrily, laughingly, ironically and sadly.|she|['anger', 'disgust', 'joy', 'sadness']|True
But he says it is purely a matter of business he wishes to speak of,' said Stella with a pained voice.|Stella|['fear', 'sadness']|True
But he smothered his wrath and strode on, having promised his wife to save the wretch, much against his will.|he|['anger', 'disgust', 'sadness']|True
But he smothered his wrath and strode on, having promised his wife to save the wretch, much against his will.|his|['anger', 'fear']|True
But he stood silent, eying his antagonist coolly, and when the words were spoken he answered.|he|['anger']|True
But he was honestly glad.|he|['joy']|True
But his eyes wandered from the place, for it was there he had seen the startled face, the half mad face which he had seen afterwards at the window, quite mad.|he|['anger', 'disgust', 'fear', 'sadness']|True
But in an instant pride had sprung up; Adela freed herself, now deadly pale.|Adela|['anger', 'disgust', 'fear', 'sadness']|True
But it is most kind of you to tell me about the details.|you|['joy']|True
But it was as though his doom were written in the very candour and openness of her gaze, and he rushed desperately into speech again, hardly knowing what he was saying.|his|['fear', 'sadness']|True
But it was in the third act that she won her highest triumph.|she|['joy', 'surprise']|True
But now she has taken me for hers, and I have no more right to let you kill me than I have to kill myself, seeing that she and I are one.|I|['fear', 'sadness']|True
But now she has taken me for hers, and I have no more right to let you kill me than I have to kill myself, seeing that she and I are one.|you|['fear', 'sadness']|True
But she didn't like being kept at the Wheelers's, though they were very kind to her; and it was all Mrs. Wheeler could do to prevent her from slipping up to the farm unknown to anybody.|they|['joy']|True
But she drew it back, smiling ever so faintly.|she|['joy', 'surprise']|True
But she laughed happily, and her eyes flashed in pride of such a man.|she|['joy', 'surprise']|True
But she too had prepared herself against the interview, and must spoil the golden hour with protestations.|she|['disgust']|True
But the Duke slept soundly, and waking at daybreak yelled viciously for Willis.|Duke|['anger', 'fear', 'surprise']|True
But the good lady never left her, until she was herself again--absolutely herself, saving that as time passed and her deep wounds healed her sorrows were forgotten, and she seemed to bloom out into a second youth.|her|['joy', 'sadness']|True
But the good lady never left her, until she was herself again--absolutely herself, saving that as time passed and her deep wounds healed her sorrows were forgotten, and she seemed to bloom out into a second youth.|she|['joy']|True
But the high priest turned calmly upon her, his face unmoved, although all the priests ceased their chanting and gathered about their chief in sudden fear.|priests|['anger', 'fear', 'surprise']|True
But the hours when Sara and the Indian gentleman sat alone and read or talked had a special charm of their own.|their|['joy']|True
But the impulse really arose from a deep-rooted desire for revenge, which, having resisted, he regretted bitterly--very much as Shakespeare's murderer complained to his companion that the devil was at his elbow bidding him not murder the duke.|he|['anger', 'disgust', 'sadness']|True
But the impulse really arose from a deep-rooted desire for revenge, which, having resisted, he regretted bitterly--very much as Shakespeare's murderer complained to his companion that the devil was at his elbow bidding him not murder the duke.|the devil|['anger', 'disgust', 'fear', 'sadness']|True
"But the stranger only paused, muttered something about a ""mistake"" and passed on."|stranger|['anger']|True
But the time passed at last, and the great thing came up to her pier, and opened her jaws and disgorged her living freight down a steep plank on to dry earth again; and the Duke, with a final look at the stream of descending passengers, forced his way ashore, and jumped into the first cab he saw.|the Duke|['fear', 'joy']|True
But there is one thing, I think, that would make me happier than a hundred Elviras, and that is to see Isabel Bretherton the wife of a man she loved!'|me|['joy']|True
But there is one thing, I think, that would make me happier than a hundred Elviras, and that is to see Isabel Bretherton the wife of a man she loved!'|she|['joy']|True
But there were a great many hungry days, said the Indian gentleman, with rather a sad tone in his voice.|his|['sadness']|True
But they are too cautious to say so.|they|['fear']|True
But two thousand of them he brought to Stakhar, and crucified them all upon the roadside, that their blood might avenge the blood of those he had loved so well.|he|['joy']|True
But we did accomplish it somehow, and to give its details would only be to reproduce much of what happened to us on the former occasion.|we|['joy']|True
But whatever they had quarrelled about in the past--I suspect it was a lady, though I never asked--it was evidently forgotten now.|they|['anger']|True
But when she saw it her admiration overcame her sorrow for one moment.|her|['joy', 'sadness']|True
But when the year was over, Bastianello married Teresina, and took her to the home he had made for her by the sea--a home in which she should be happy, and in which at least there can never be want, for Beatrice has settled money on them both, and they are safe from sordid poverty, at all events.|she|['joy']|True
But when the year was over, Bastianello married Teresina, and took her to the home he had made for her by the sea--a home in which she should be happy, and in which at least there can never be want, for Beatrice has settled money on them both, and they are safe from sordid poverty, at all events.|they|['joy']|True
But when this dream fell, and I had betrayed you, and thought I had killed - '  She paused.|I|['fear', 'sadness']|True
But when this dream fell, and I had betrayed you, and thought I had killed - '  She paused.|you|['disgust', 'sadness']|True
"But you look fitter to receive the embraces of life than of death, Zara."""|you|['joy', 'surprise']|True
But, after about six months, he began to feel lonely, and longed in secret to see his son again, so he wrote to Captain Cedric and ordered him home.|he|['sadness']|True
But, before they reached the group, they were intercepted by Lord Lansdowne; and Barold had the pleasure of surrendering his charge, and watching her, with some rather sharp pangs, as she was borne off to the conservatories.|Barold|['joy', 'sadness', 'surprise']|True
But, though you have the faultless life of the body to enjoy all things of the earth, even as other men, though in another degree, you have within you something more.|you|['joy']|True
By a change of feeling which he did not wholly realise, he felt for the first time in many years that he would be glad to see his brother alive and well.|he|['joy']|True
By a change of feeling which he did not wholly realise, he felt for the first time in many years that he would be glad to see his brother alive and well.|his|['joy']|True
By an imperceptible nod, Giovanni informed his wife that Del Ferice was safe.|Del Ferice|['joy']|True
By this time they were at the foot of the stairs, and he led the way up, Madame de Châteauvieux following in a tumult of anxious conjecture.|Madame de Châteauvieux|['anger', 'fear', 'sadness']|True
Captain Crewe left her in my charge, Miss Minchin argued.|Miss Minchin|['anger']|True
