text|entity_start|entity_end|emotion_labels|emotions|emotion_count
"""I've been backin' up agin the fence when I seed a lady comin' for the last three weeks, an' whenever I set down, I'm plum feared to git up agin. What with all the other things,--the Yankees, and the chills, and the measles,--it's downright hard on a man to have to be a-feared of his own breeches."" Dan looked round with sympathy."|71|73|[2]|['fear']|1
"""If I break any of these rules, I promise to let myself be kicked all round by the chaps of the Den, as long as I am able to stand it."" Our heroes and young Aspinall were called upon solemnly to subscribe to each of these weighty promises, under threat of the most awful vengeance if they refused. And, as it seemed to each he might safely venture on the promise required, they went dutifully through the ceremony, and had the high privilege of exercising their new rights, ten minutes later, in kicking a couple of recalcitrant Denites, one of whom, as it happened, was the high-minded Mr Gosse, who had been detected in the act of telling tales to a monitor of one of his companions."|36|43|[0, 2]|['anger', 'fear']|2
"""If I break any of these rules, I promise to let myself be kicked all round by the chaps of the Den, as long as I am able to stand it."" Our heroes and young Aspinall were called upon solemnly to subscribe to each of these weighty promises, under threat of the most awful vengeance if they refused. And, as it seemed to each he might safely venture on the promise required, they went dutifully through the ceremony, and had the high privilege of exercising their new rights, ten minutes later, in kicking a couple of recalcitrant Denites, one of whom, as it happened, was the high-minded Mr Gosse, who had been detected in the act of telling tales to a monitor of one of his companions."|23|25|[0]|['anger']|1
"""If I break any of these rules, I promise to let myself be kicked all round by the chaps of the Den, as long as I am able to stand it."" Our heroes and young Aspinall were called upon solemnly to subscribe to each of these weighty promises, under threat of the most awful vengeance if they refused. And, as it seemed to each he might safely venture on the promise required, they went dutifully through the ceremony, and had the high privilege of exercising their new rights, ten minutes later, in kicking a couple of recalcitrant Denites, one of whom, as it happened, was the high-minded Mr Gosse, who had been detected in the act of telling tales to a monitor of one of his companions."|85|86|[0, 2]|['anger', 'fear']|2
"""If Mrs. Elliott is tired of me, I will go away, but not with Mr. Trevors. I would rather die than marry a man I did not love, because of his gold."" ""Noble girl!"""|36|37|[1, 3]|['disgust', 'joy']|2
"""If it ain't Miss Lulu."" He looked from her to Di, and did not take in Di's resigned shrug. ""Bobby,"" said Di, ""she's come to stop us getting married, but she can't."|21|23|[4]|['sadness']|1
"""In one way, no; but in another and better way, much more so. But we will not talk about her kind of beauty just now; we will keep to the more material loveliness of which you have been speaking--though, in truth, no loveliness can be only material. Well, then, for my answer; it is, I think, because God loves the beauty so much that he makes all beautiful things vanish quickly."""|31|32|[3]|['joy']|1
"""In one way, no; but in another and better way, much more so. But we will not talk about her kind of beauty just now; we will keep to the more material loveliness of which you have been speaking--though, in truth, no loveliness can be only material. Well, then, for my answer; it is, I think, because God loves the beauty so much that he makes all beautiful things vanish quickly."""|43|44|[3]|['joy']|1
"""In spite of your neglect, and my cowardice, I think she will live to suffer more frae us."" Jimmy's mouth opened, but for once no sound issued. The drops of perspiration raised on his forehead."|24|28|[5]|['surprise']|1
"""It blew down yesterday,"" she explained sadly. ""The storm did a great deal of damage to the flowers, and the garden looked almost desolate this morning, but Betty and I worked there until dinner. I tell Betty she must take my place among the flowers, she has such a talent for making them bloom."|33|37|[4]|['sadness']|1
"""It is now many years since I have, in my inmost soul, felt your friendship to be a great blessing,"" cried Anton, much moved. ""It has always, up to this very hour, been one of my heart's best joys secretly to feel myself your faithful friend."" ""And so it shall ever be between us,"" said Lenore."|46|49|[3]|['joy']|1
"""It is; and I shall give it immediate attention."" He did so, and to his surprise, found that all the bank stock had been sold, and transferred. It was now plain to him where at least a part of the funds being so liberally expended on the mill property of Squire Floyd came from."|18|19|[5]|['surprise']|1
"""It seems a pity to disappoint them, doesn't it? I'd love to give them a run for their money."" Horridge smiled faintly."|13|15|[3]|['joy']|1
"""It was good enough for country folks,"" she said, as she rather reluctantly descended to the parlor, where her first glance at her visitors made her half regret that she had not followed Sophy's advice. Mrs. Judge Howell and her daughter-in-law were refined, cultivated women, and ere Ella had conversed with them five minutes, she felt that if there was between them any point of inferiority, it rested with herself, and not with them. They had traveled much, both in the Old and New World; and though their home was in Boston, they spent almost every summer in Dunwood, which Mrs. Howell pronounced a most delightful village, assuring Ella that she could not well avoid being happy and contented."|144|146|[1]|['disgust']|1
"""It was good enough for country folks,"" she said, as she rather reluctantly descended to the parlor, where her first glance at her visitors made her half regret that she had not followed Sophy's advice. Mrs. Judge Howell and her daughter-in-law were refined, cultivated women, and ere Ella had conversed with them five minutes, she felt that if there was between them any point of inferiority, it rested with herself, and not with them. They had traveled much, both in the Old and New World; and though their home was in Boston, they spent almost every summer in Dunwood, which Mrs. Howell pronounced a most delightful village, assuring Ella that she could not well avoid being happy and contented."|43|56|[1]|['disgust']|1
"""It's generally supposed to be operated by a company, but all the stock is owned by one man. As a matter of fact, my dear children,"" exclaimed Mr. Langham, as he placed a deuce of clubs upon a deuce of spades with a smile of content, ""the Valencia Mining Company is your beloved father."" ""Oh,"" said Miss Langham, as she looked steadily into the fire."|33|39|[3, 5]|['joy', 'surprise']|2
"""Just what I expected."" Reading, he broadened his visage into a grin of infinite satisfaction. ""'Please explain absence."|8|9|[3]|['joy']|1
"""Lady Swallow, the moment came, and this old woman was brought out; yes, she strutted before us proudly, this one-eyed hag, this cat of the mountains. For her I had sent an impi, for her I had paid a thousand head of cattle, half of them pure black and half pure white----"" and Sigwe ceased, gasping with rage. Now at this story Suzanne, who had not smiled for days, laughed aloud, while even Sihamba the wise looked down studying the earth."|71|73|[0]|['anger']|1
"""Manikin!"" he roared, and sprang with vicious lunges upon the duke's jester, who falling back before the suddenness of the assault, whipped out his weapon in turn, and, laughing, threw himself into an attitude of defense. ""A mortal combat!"""|5|6|[0]|['anger']|1
"""Manikin!"" he roared, and sprang with vicious lunges upon the duke's jester, who falling back before the suddenness of the assault, whipped out his weapon in turn, and, laughing, threw himself into an attitude of defense. ""A mortal combat!"""|15|21|[0, 2, 3, 5]|['anger', 'fear', 'joy', 'surprise']|4
"""Monsieur,"" replied the other, with a Provencal accent which rivalled that of his companion, ""I believe this inn is near the Louvre. However, I am still deliberating whether or not I shall have the honor of sharing your opinion. I am in a quandary."""|54|55|[4]|['sadness']|1
